Country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
Bolivia,1.6332578368844817,1.3275697800297337,-0.03474764037072469,2.531894006750931,-0.6472287617178863,0.3057981962463728,0.149384416447301,-1.1559162842174813,1.1735185220074742,1.6881194921702813,0.020703329666874645
Bosnia and Herzegovina,-1.317972936952587,-0.4852852945147264,0.7180253133226013,1.0387398661220577,0.21110087106770092,-0.10501595277420886,-1.1883239879784577,1.110274630325167,-0.7191806154347004,1.734135163838363,-0.5280610647085247
Botswana,0.7884924763415598,-0.5849938897935811,2.3796970343822457,0.5139629258031067,0.08322253626541506,-2.08790387353186,-1.531486763713458,1.2987535279818347,0.9260259468882343,-2.1357448579387848,0.8329287489191483
Brazil,-0.5508414390247636,5.814394810854646,-0.5371883639396026,4.0242103040124935,2.725766746730324,-0.9191528363781807,0.8304698229135165,1.3840548297495456,-1.003809397605992,0.4356013975950128,-0.04186478888426128
Brunei,-0.5114519367282487,-0.8342074336598815,2.080342914459414,-0.12792020182309272,1.5833129268245736,-2.1421074037769037,-1.2231007931195588,-1.3436720682711194,0.04281301102811207,0.04282236913121609,-0.9183913564073373
Bulgaria,-2.485172344608391,0.1538322209518916,1.0404801578416258,1.585357258772162,0.03826578011151217,1.6886699033577077,-0.6819674055567971,0.2189179425612047,0.6429408480585387,0.5544082984967156,0.06519586706786064
Burkina Faso,3.6665702785131393,-0.47372186127596727,-0.9405351092028951,-1.0710985839789289,-0.7781895073789761,0.2795693952860149,-0.02381727955306096,0.056522769084436424,0.7826633935640686,-0.27851998227444263,0.23098828231402593
Burundi,4.836442908086916,-1.2365069843180938,-2.6361703448860156,0.2001855187513861,-2.3327472938079747,-0.04518368695003006,1.1760060398531267,-0.5595711295878258,-0.8163590152253263,0.12423310125712553,-1.1677389482202911
Cambodia,2.8049661364352305,-0.0915258648756693,0.11885133319363611,-1.2885037918181494,2.231483905121545,1.0400499095420241,-1.0170174651687491,-0.19327446662361233,-0.13099389728598126,-0.5012273185028748,-1.3464646730977876
Cameroon,2.9312926599077316,0.9734169078183458,-0.40534324715568926,0.572180950440885,-0.5431991509166262,-0.0809694977170644,-0.09895933916475448,-0.2739990249669788,1.5108445492558675,0.47935242362138764,1.3734936230124124
Canada,-4.64591957002358,-0.15513424813852117,-2.919202260601184,-0.9064295092618196,-0.2238358920090788,-0.5677190614963545,-0.6009823133568724,0.4785440987025147,0.5660730270166789,-0.8850120179208735,0.30124542040601676
Central African Republic,4.789480883070219,-0.11059899625893509,-1.7988730403160753,1.1843079049119078,-1.96223313027764,-0.11778700566446705,0.9480076629180463,-2.015639667590481,0.17985149328601774,0.5069733243373676,-0.039515145112439636
Chad,4.934041147094499,0.7745722969209724,-1.2846499277772885,1.2999552960525482,-0.6522769260177436,-0.33553504472665585,-0.470876427763026,-1.1369913948632862,1.3317596198448498,0.590484060274585,0.4057892372138663
Chile,-2.247888601920357,0.6096541512670216,1.0655086293755291,-0.4535149258496031,0.12992416654225325,-0.32585515233835083,0.5827608836864637,0.6657512521522811,0.9283608801023386,0.4569038197285155,0.09122846908679626
China,-1.330420437064215,4.6118130320952755,-0.7140890332321669,-0.49973597477423154,-1.3904226342003063,-0.4211875484241198,-0.8799477713726659,-0.18677255883349844,-0.6878982208248429,1.1813809291900406,-0.5650806055732944
Colombia,-0.8473650251351433,1.9588188556339332,0.22816191545166467,0.5391319161889623,-0.9940989402746172,-0.5476516589432192,1.2346269083228836,-0.2916748031967362,-0.6721919763691849,0.052753284132744396,-0.2843679080956603
Comoros,3.6953371267965904,-1.187030939644889,-0.7763593336137017,0.1677376827833089,-2.91782028682002,-1.1749769488562498,0.4792897464824468,-1.4819136629794318,-0.8602826982694204,-0.491959476952687,-0.4497219301286582
Democratic Republic of the Congo,5.57581736354117,1.8315023037414369,-2.3973227101000982,2.9843414684673717,0.9108704673818276,-2.269412106951866,0.8630498879299633,-0.39224581187628854,-1.7016327670337967,-1.5513139128794609,0.6663889264472888
Republic of Congo,3.5430423746672295,0.8152606013267351,0.5971205646184169,1.6483014311788349,1.0628864481116285,-0.13242271355891688,-0.23363919994287577,-2.036295503468297,0.9705634704654857,0.021673968207822993,-0.7147733050247991
Costa Rica,-0.24076231002739365,-0.22374346542911933,-0.03305556049861003,1.4576820186463861,0.625521132697453,-0.9321340114151405,0.169594397095969,0.6137175713740858,-0.27381573168390455,0.19991442846283436,0.15250034422088507
Ivory Coast,2.823614799710514,0.0040026029540881,-0.2838017090631694,-0.47698229553754845,-0.17447879522281287,0.27074846421285775,0.023037666597295878,-0.1954023320600648,1.2101432413027895,-1.1097174786699415,0.028534457398421413
Croatia,-2.827682578483923,-1.0072010274266163,0.3820626021960492,-0.11455783079323283,0.5013131645625059,0.8528333914182081,-0.5271077431180452,0.30608994530089245,-0.5105058462116817,0.4480294542774378,0.6075167510698387
Cuba,-0.641988700287897,-0.30052875193699274,-1.125785447540689,-0.3364310303679756,-0.22867103254046672,-1.0851799198988605,-0.18888172255164826,1.045427593202576,-0.06823298371952179,1.52979551667117,0.932548068140725
