Country,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Mobile Phone Usage,Population 65+,Population Total,Population Urban,Tourism Inbound,Internet Usage_trend,CO2 Emissions_trend,Life Expectancy Female_trend,Mobile Phone Usage_trend,KMeans_Cluster,GMM_Cluster,GMM_Confidence,GMM_Prob_Cluster_0,GMM_Prob_Cluster_1,GMM_Prob_Cluster_2,GMM_Prob_Cluster_3,Hierarchical_Cluster,Spectral_Cluster,Birch_Cluster,KMeans_Cluster_Label,GMM_Cluster_Label,Hierarchical_Cluster_Label,Spectral_Cluster_Label,Birch_Cluster_Label
Haiti,0.4939343513973216,-0.1956892592210274,-0.6216274527814645,3.070735347460078,-0.596930511481736,-0.1900900475151441,-0.6894119176424042,-0.5342591457853989,1.169379040187695,-0.7315331780845876,1.7431016359695397,-1.08550266715634,-0.6175561425842148,-0.3311668926035773,-0.4063469808013897,-0.6483062335936712,-0.9192175317013446,-0.3130796327233674,1.0718383023624571,-0.7189745031086846,1,2,0.9999999999995648,3.506860031614778e-25,4.348379608805972e-13,0.9999999999995648,0.0,0,1,1,Underdeveloped,Underdeveloped,Developing,Underdeveloped,Underdeveloped
Honduras,0.5075665895099807,-0.0396586133504275,-0.5546795168523687,-0.118277574313103,-0.2056767972521735,0.6543915404377604,-0.5536718318123537,0.0830765613747178,-0.250369188386677,-0.6621610349118117,0.8005252747316276,-0.2183443967395361,-0.6350318757462388,-0.4294481216444504,-0.2534158061069466,-0.1087992444294553,-0.5809930339171354,-0.1070057383939526,-0.2267354616364527,0.8403297718920115,0,0,0.6782120857273832,0.6782120857273832,0.006995783058512413,0.3147921312141051,3.7518086429803434e-53,2,0,0,Developing,Developing,Developed,Developing,Developing
Hong Kong,-1.1555664602339368,-1.0472249298022775,-0.1490793824147437,-1.00290102179128,1.1400256680623946,-0.1304606224115983,-0.4330494653453364,-1.0938873846675048,-0.4248184036179325,1.5577475466170143,-1.0104477760832884,2.656969868326709,1.0315175867050574,-0.4369991634839166,1.8879446463413037,1.4772003957052011,0.3414577638120014,-0.5525004831888454,-0.5730210984356183,1.4850575969176742,0,0,0.99877772796075,0.99877772796075,0.0012222720392455325,2.7473292671009736e-128,7.192074378401366e-15,2,0,0,Developing,Developing,Developed,Developing,Developing
Hungary,-1.169198698346587,0.5225570741995076,0.0701354372043215,-0.5150839766798574,0.839812399219354,0.6124897822568911,0.4191853480425486,0.1629275930617329,-0.8730186950582334,0.8987121864756439,-0.4951463236121949,1.1052129633703225,1.8099820639225364,-0.3018803596989684,0.497307778145224,1.0150266230231073,1.7558002451154595,-1.0151915111618806,-0.4864470632337885,-0.1642144115705407,3,3,0.9999999997554578,3.935737394275667e-19,2.4454211618272396e-10,4.960689970125262e-172,0.9999999997554578,2,0,0,Developed,Developed,Developed,Developing,Developing
Iceland,-0.7329670787416278,-0.8760334114584208,-0.6194131735208417,-1.126675495924029,-0.1482785313435321,1.337712520002704,2.3938043613232227,-0.7704571554814436,-1.042100242128529,2.63301576579504,0.1230176068953544,1.3334125082168504,0.960025951042227,-0.7148869449089931,1.598930646706891,0.003840637611502,0.5259031550589824,-0.3999538425065057,-0.8904469728328154,-1.4686237522348964,3,3,0.999999999999936,6.370273322316327e-14,4.116725570324404e-38,1.0889330943960333e-253,0.999999999999936,2,3,2,Developed,Developed,Developed,Developed,Developed
India,0.0168060174544027,1.1751062935692642,2.400502510207962,0.3731798965081063,1.5335888537372568,-0.953991331274066,-0.6839823142092021,-0.1155444922333197,0.7668039281155681,-0.9049635360165276,-0.3052463641602767,-0.9714028947330764,-0.506346931553146,2.6433695690674925,-1.0780129238979586,1.292686606599518,-0.9192175317013446,1.972248565940824,0.5235500847617398,-0.2991523679235224,2,1,1.0,0.0,1.0,0.0,6.4936343540072856e-201,2,2,3,Developing,Developing,Developed,Developing,Developing
Indonesia,-0.1876775542354309,-0.4407900308720105,2.400502510207962,2.1788310485623272,1.5027807600559682,-1.566401643148308,-0.6644996195371243,0.3065252466837601,0.0072788833394855,-0.8355913928437515,0.1714816590471456,-0.4237239871014107,-0.4841050893469318,2.6433695690674925,-0.355801931537972,1.10036610252933,-0.8269948360778541,1.972248565940824,-0.1113069160367307,0.5704538591860479,2,1,1.0,0.0,1.0,0.0,1.9105086416164598e-79,2,2,3,Developing,Developing,Developed,Developing,Developing
Iran,-0.3785288878125967,-0.0055466502855998,2.400502510207962,-0.5187244023896441,1.2822680301160998,-0.2900096247156747,-0.3680006869593279,0.3246427076547635,-0.3926123946521594,-0.5927888917390358,-0.1047964069610286,-0.6747434864325907,-0.488871198391122,2.27615455029598,0.5439647466960711,0.4694838558215306,-0.4887703382936449,1.972248565940824,0.5812643575616006,0.0307020337741202,2,1,1.0,0.0,1.0,0.0,3.8880967894157065e-31,2,2,3,Developing,Developing,Developed,Developing,Developing
Iraq,0.9778788043965788,-0.8551872118076929,0.5761521978572677,0.0261259788417703,0.8770859966481355,-1.324660730566369,-0.6165913539500477,0.152862336966731,0.0072788833394855,-0.9685546672582384,0.1652175978846687,-0.4382457763189172,-0.7859586621455457,0.4599603695090364,0.5750693923966356,0.0933429600490743,-1.0813347338987065,1.593230568483898,-1.6407377712350844,0.6552369189208739,2,1,1.0,9.47375866540276e-87,1.0,7.174980017373901e-112,6.41178392891262e-86,2,2,0,Developing,Developing,Developed,Developing,Developing
Ireland,-0.6375414119530405,-0.9549962889232994,-0.0939815935456759,-0.7917563306236494,1.1201047570344722,0.6382754795989639,2.3938043613232227,-1.111333828565508,-0.9723205560360269,1.2108868307531353,-1.313430523889389,1.264952644762892,0.8233974917754863,-0.5480492451500504,0.234538323320662,1.1539961135929149,1.5098544033282986,-0.5611790567756924,0.1772644479625741,-1.0338206386801112,3,3,1.0,3.2148521898904476e-22,3.177840656352778e-32,1.8724423468945738e-212,1.0,2,3,2,Developed,Developed,Developed,Developed,Developed
