KMeans_Cluster,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Mobile Phone Usage,Population 65+,Population Total,Population Urban,Tourism Inbound,Internet Usage_trend,CO2 Emissions_trend,Life Expectancy Female_trend,Mobile Phone Usage_trend
0,-0.557571748512137,-0.3705517436208395,-0.4312967073617575,-0.202940963319943,-0.2649560677763055,-0.11280514511442519,-0.08403470280301806,-0.2585551782029798,-0.5358456629051509,0.24981727898135028,-0.11245799925995148,0.4652860993382325,0.1564957518995445,-0.5574945465634678,0.33463167488197204,0.09686575321001795,0.542171888359847,-0.09388380529232032,-0.4435576767834896,0.5574214070444402
1,1.1410149454150376,0.3085583169951332,-0.5587286011210103,0.4533077926611683,-0.7188979999170798,-0.11820056566899356,-0.6283932790581152,0.08422084575007444,1.1169169121919234,-0.8731658361712116,0.49010692494765384,-1.0333400331953595,-0.7980916680672826,-0.17241537811857893,-0.8947653024897302,-0.9502668022869895,-0.9933218813160121,-0.2703831059674112,0.7557239354004235,-0.612963399142522
2,-0.2837033221491455,0.25319694224395234,1.4416587023415235,0.11203786488938024,1.0822241015193916,-0.5419180309244457,-0.3597565581378003,0.8379247363715852,-0.28488319407197216,-0.2096663180468752,-0.02115874508114505,0.03212522488483069,-0.1324609593903044,1.4368078904809263,0.2617707056012647,0.7465336681453146,0.17933005796827187,1.5691663205846929,-0.26794455048694465,0.6523096842376077
3,-0.9824297308325047,-0.0658138181262856,0.8498842654488213,-0.686894520029756,1.2033591331156146,1.1728881180971071,2.1180464857493866,-0.46437466650569925,-0.9793273704091741,1.679104385580967,-0.8601523902593142,1.240617896439522,1.6539549058871492,0.2553711814859199,0.9907465286310974,1.198249921771509,0.7841770817588352,-0.8488876377593525,-0.371109638511494,-0.6888354920005912
